Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,MathPass
246,1,4,0,1,1,1.4632997521390678,0.4345222573427349,0.36136861927007374,1
247,0,1,2,1,0,-0.5753958996441827,0.025561441299524888,-0.030594466456585978,0
248,0,1,2,1,1,-0.11504526859635192,-0.38339937474368513,-0.4225575521832457,0
249,1,2,2,1,1,0.08224785899557555,-0.6560399187724919,-1.0105021807732353,0
250,1,0,5,1,0,-1.2988040341479168,-1.4058014148517102,-1.2718109045910084,0
251,0,3,4,0,1,0.279540986587503,0.9116432093931467,0.9493132478600633,1
252,0,1,5,1,0,-0.44386714791623105,0.025561441299524888,0.10005989545230061,0
253,1,3,3,1,1,0.8714203693632854,0.7071628013715416,0.2307142573611872,1
254,1,3,2,1,1,-0.838453403100086,-1.2013210068301052,-1.0758293617276786,0
255,0,4,4,1,1,-0.3123383961882794,0.23004184932112992,0.10005989545230061,0
256,0,2,0,0,1,-0.18080964446032774,0.23004184932112992,-0.030594466456585978,0
257,1,2,0,1,0,0.7398916176353337,0.5026823933499366,0.5573501621334036,1
258,0,1,4,1,1,0.2137766107235272,0.36636212133553325,0.622677343087847,1
259,0,2,3,0,0,-0.11504526859635192,0.7753229373787432,0.8186588859511768,0
260,0,2,5,0,0,-0.18080964446032774,0.6390026653643399,0.5573501621334036,0
261,1,2,4,1,0,0.8056559934993096,0.6390026653643399,0.622677343087847,1
262,0,2,5,0,1,-1.4960971617398442,-1.3376412788445087,-1.141156542682122,0
263,0,4,2,1,1,2.120943510778826,1.5932445694651634,1.4066035145411664,1
264,1,3,2,1,1,0.6083628659073821,0.23004184932112992,-0.030594466456585978,1
265,1,3,5,0,1,-0.5096315237802068,-1.882922366902122,-1.7944283522265547,0
266,0,2,1,1,1,-0.24657402032430356,0.36636212133553325,0.8186588859511768,0
267,0,3,2,1,1,0.14801223485955137,0.16188171331392823,0.5573501621334036,0
268,0,3,0,1,0,1.397535376275092,1.5250844334579616,1.7332394193133829,1
269,0,4,4,0,1,0.279540986587503,0.4345222573427349,0.10005989545230061,1
270,1,2,1,1,1,0.14801223485955137,-0.45155951075088685,-0.487884733137689,0
271,1,2,4,1,1,-0.5753958996441827,-1.4058014148517102,-1.7291011712721116,0
272,0,3,0,0,1,-1.2988040341479168,-1.1331608708229035,-0.6838662760010189,0
273,0,3,4,1,1,-0.11504526859635192,0.025561441299524888,0.16538707640674388,0
274,1,1,4,1,0,1.397535376275092,1.04796348140755,0.4920229811789603,1
275,1,2,1,1,1,1.0687134969552128,0.5708425293571383,0.29604143831563046,1
276,0,2,5,1,0,1.2002422486831645,1.5250844334579616,1.6025850574044962,1
277,0,4,2,1,0,-0.5096315237802068,-0.45155951075088685,0.42669580022451703,0
278,0,2,5,0,1,-0.11504526859635192,1.1161236174147517,0.7533317049967335,0
279,1,1,1,0,1,0.4110697383154546,-0.9286804628012986,-0.7491934569554621,1
280,1,3,2,1,1,-0.9042177789640617,-1.2013210068301052,-1.7291011712721116,0
281,1,3,2,1,1,-1.4303327858758683,-1.473961550858912,-1.4677924474543385,0
282,0,3,1,0,1,0.4110697383154546,0.6390026653643399,1.0146404288145066,1
283,0,3,4,0,0,0.2137766107235272,0.5708425293571383,0.622677343087847,1
284,0,1,5,1,1,-1.9564477927876749,-1.6102818228733153,-1.4677924474543385,0
285,1,1,0,1,0,0.9371847452272613,0.843483073385945,0.8839860669056201,1
286,1,4,0,1,0,1.9894147590508744,0.843483073385945,1.27594915263228,1
287,0,1,5,1,1,0.01648348313159972,1.3206040254363567,0.8839860669056201,0
288,1,1,1,0,1,1.397535376275092,0.36636212133553325,0.4920229811789603,1
289,1,4,5,1,0,0.674127241771358,0.4345222573427349,0.5573501621334036,1
290,1,2,0,1,1,0.6083628659073821,0.025561441299524888,-0.030594466456585978,1
291,1,3,5,1,1,1.2660066245471404,0.23004184932112992,0.10005989545230061,1
292,1,2,5,1,0,-0.24657402032430356,-0.6560399187724919,-0.7491934569554621,0
293,0,4,1,1,1,-0.11504526859635192,0.23004184932112992,0.42669580022451703,0
294,1,3,2,0,0,0.7398916176353337,0.5026823933499366,0.7533317049967335,1
295,1,1,0,0,1,0.01648348313159972,-0.5197196467580885,-0.5532119140921323,0
296,1,0,5,1,0,-1.3645684100118924,-1.9510825029093237,-1.6637739903176683,0
297,1,4,0,1,0,0.279540986587503,0.2982019853283316,-0.030594466456585978,1
298,1,2,2,0,0,-1.7591546651957475,-1.6102818228733153,-1.2064837236365653,0
299,1,3,0,0,1,1.5290641280030437,1.1842837534219532,0.42669580022451703,1
300,1,0,4,0,0,0.9371847452272613,0.5708425293571383,0.8186588859511768,1
301,1,3,5,0,1,-0.7069246513721343,-1.0650007348157018,-1.0758293617276786,0
302,0,2,0,1,0,0.01648348313159972,0.9798033454003483,0.8186588859511768,0
303,1,1,0,1,1,0.8714203693632854,0.4345222573427349,-0.2919031902743591,1
304,0,2,0,1,0,0.47683411417943045,0.36636212133553325,0.9493132478600633,1
305,1,0,4,1,1,0.14801223485955137,-0.17891896672208013,0.034732714497857316,0
306,1,4,4,1,0,2.120943510778826,1.1842837534219532,0.8186588859511768,1
307,1,2,5,1,1,-1.0357465306920135,-1.2013210068301052,-1.598446809363225,0
308,0,1,0,0,1,-0.9042177789640617,0.09372157730672656,-0.09592164741102926,0
309,0,3,2,0,1,-1.167275282419965,-0.8605203267940968,-1.0758293617276786,0
310,0,1,0,1,1,0.4110697383154546,0.4345222573427349,0.7533317049967335,1
311,1,1,1,1,1,-0.0492808927323761,-0.6560399187724919,-0.7491934569554621,0
312,1,3,1,1,0,0.01648348313159972,-0.5878797827652902,-0.030594466456585978,0
313,0,2,0,0,0,0.08224785899557555,-0.17891896672208013,0.034732714497857316,0
314,0,2,1,1,0,-0.5096315237802068,-0.38339937474368513,0.42669580022451703,0
315,1,2,2,1,1,0.279540986587503,-0.2470791027292818,-0.22657600931991584,1
316,0,3,3,1,0,0.674127241771358,0.843483073385945,1.4719306954956097,1
317,1,2,0,1,1,1.0687134969552128,0.16188171331392823,0.622677343087847,1
318,1,1,1,1,1,-0.24657402032430356,0.09372157730672656,0.034732714497857316,0
319,0,3,0,0,1,-0.7069246513721343,-0.31523923873648346,-0.3572303712288024,0
320,0,2,2,0,0,0.01648348313159972,0.6390026653643399,1.0146404288145066,0
321,0,4,2,1,1,0.5425984900434063,1.1161236174147517,0.6880045240422902,1
322,0,2,4,1,1,0.279540986587503,0.7753229373787432,0.7533317049967335,1
323,0,2,5,0,1,-1.56186153760382,-1.1331608708229035,-1.0105021807732353,0
324,0,2,2,0,1,-1.6933902893317716,-1.6102818228733153,-1.6637739903176683,0
325,0,2,4,1,1,1.0029491210912371,1.3887641614435584,1.6679122383589395,1
326,1,2,4,1,1,-0.37810277205225523,-0.5878797827652902,-0.4225575521832457,0
327,1,0,4,0,1,-2.548327175563457,-3.1779649510389536,-3.231626333224307,0
328,1,2,0,1,0,1.0029491210912371,0.36636212133553325,0.5573501621334036,1
329,0,1,5,1,1,-1.6933902893317716,-0.9968405988085002,-1.141156542682122,0
